Drill Listing
=============
Drill: .008  Tool: 1  Feed: 0  Speed: 0
X 1168410  Y 1183559
X 1171010  Y 1184359
X 1173510  Y 1184459
X 1172010  Y 1188059
X 1174710  Y 1188259
X 1161665  Y 1190041
X 1165400  Y 1194100
X 1172110  Y 1194593
X 1161665  Y 1199093
X 1168510  Y 1199493
X 1168135  Y 1202700
X 1158963  Y 1207146
X 1162069  Y 1208765
X 1155250  Y 1222574
X 1155250  Y 1234919
X 1155250  Y 1238751
X 1162832  Y 1246333
X 1168880  Y 1252381
X 1164400  Y 1254400
X 1175625  Y 1259126
X 1170410  Y 1263659
X 1166310  Y 1263659
X 1168390  Y 1263690
X 1170010  Y 1269759
X 1154810  Y 1269759
X 1167610  Y 1269859
X 1165210  Y 1270159
X 1162710  Y 1270259
X 1159875  Y 1270458
X 1163310  Y 1273159
X 1159816  Y 1273650
X 1167510  Y 1287993
X 1165503  Y 1288015
X 1169513  Y 1288022
X 1162486  Y 1298652
X 1171473  Y 1301643
X 1168210  Y 1301693
X 1157010  Y 1303393
X 1169710  Y 1303693
X 1166510  Y 1314093
X 1166910  Y 1317893
X 1173105  Y 1320284
X 1166210  Y 1325793
X 1166110  Y 1332793
X 1158610  Y 1335993
X 1171210  Y 1335993
X 1174410  Y 1335993
X 1177510  Y 1346393
X 1159410  Y 1348693
X 1165300  Y 1356608
X 1158510  Y 1363759
X 1172110  Y 1365859
X 1166034  Y 1369781
X 1162010  Y 1370893
X 1156559  Y 1372671
X 1177693  Y 1376164
X 1164221  Y 1382957
X 1177310  Y 1384259
X 1174410  Y 1386859
X 1171510  Y 1386859
X 1163210  Y 1386859
X 1169104  Y 1389281
X 1163200  Y 1394000
X 1163382  Y 1399638
X 1161157  Y 1399644
X 1169510  Y 1399859
X 1175372  Y 1400723
X 1161610  Y 1405759
X 1164010  Y 1406259
X 1170110  Y 1406959
X 1175355  Y 1407973
X 1156349  Y 1408050
X 1158900  Y 1415200
X 1162100  Y 1415200
X 1170800  Y 1415300
X 1175500  Y 1415400
X 1165100  Y 1415400
X 1178300  Y 1415400
X 1173300  Y 1415400
X 1168000  Y 1415400
X 1160700  Y 1416800
X 1164700  Y 1417500
X 1166700  Y 1418600
X 1169500  Y 1418600
X 1175200  Y 1418600
X 1172200  Y 1418600
X 1162900  Y 1418700
X 1159600  Y 1418700
X 1168000  Y 1423600
X 1165400  Y 1423700
X 1162700  Y 1423700
X 1171400  Y 1423800
X 1174500  Y 1423900
X 1177600  Y 1424000
X 1159500  Y 1424900
X 1177000  Y 1427800
X 1170500  Y 1428000
X 1166700  Y 1428000
X 1159600  Y 1428200
X 1173500  Y 1428200
X 1162900  Y 1428200
X 1175500  Y 1430500
X 1170300  Y 1430600
X 1172900  Y 1430800
X 1159200  Y 1430800
X 1166700  Y 1430900
X 1164100  Y 1431000
X 1161800  Y 1431100
X 1175700  Y 1434000
X 1172000  Y 1434100
X 1168400  Y 1434100
X 1162200  Y 1434200
X 1165300  Y 1434200
X 1159200  Y 1434400
X 1159200  Y 1437200
X 1171300  Y 1437200
X 1162600  Y 1437200
X 1165600  Y 1437200
X 1174200  Y 1437200
X 1168500  Y 1437200
X 1177300  Y 1437300
X 1161200  Y 1440700
X 1167800  Y 1440800
X 1177000  Y 1440800
X 1158600  Y 1440800
X 1164700  Y 1440800
X 1171000  Y 1440800
X 1174000  Y 1440900
X 1155003  Y 1444694
X 1175068  Y 1448918
X 1171883  Y 1449659
X 1157614  Y 1449959
X 1160100  Y 1450600
X 1167097  Y 1451618
X 1174590  Y 1451887
X 1167121  Y 1453715
X 1161995  Y 1454008
X 1175198  Y 1457093
X 1172524  Y 1458224
X 1155539  Y 1458621
X 1166973  Y 1459904
X 1162085  Y 1460272
X 1172293  Y 1460857
X 1174749  Y 1461701
X 1166982  Y 1462275
X 1173500  Y 1464400
X 1166900  Y 1464600
X 1173500  Y 1467699
X 1159400  Y 1469001
X 1155700  Y 1469076
X 1165600  Y 1473100
X 1158281  Y 1475419
X 1161016  Y 1475476
X 1154147  Y 1475484
X 1167400  Y 1477900
X 1174900  Y 1481000
X 1177000  Y 1482400
X 1168375  Y 1482742
X 1154800  Y 1483800
X 1157200  Y 1483800
X 1162100  Y 1483899
X 1176700  Y 1489100
X 1161200  Y 1489900
X 1158700  Y 1490100
X 1161300  Y 1492599
X 1158700  Y 1492599
X 1166900  Y 1493314
X 1176800  Y 1496900
X 1161000  Y 1498184
X 1178300  Y 1502800
X 1165700  Y 1503200
X 1165800  Y 1506499
X 1178100  Y 1512100
X 1165900  Y 1514047
X 1178000  Y 1517600
X 1168400  Y 1527300
X 1164000  Y 1532000
X 1156600  Y 1541407
X 1172000  Y 1542300
X 1201200  Y 1544400
X 1184380  Y 1544399
X 1187580  Y 1544296
X 1190980  Y 1544199
X 1179900  Y 1540500
X 1180100  Y 1533300
X 1201900  Y 1531800
X 1193280  Y 1529192
X 1198002  Y 1528811
X 1180600  Y 1526700
X 1186980  Y 1525775
X 1202600  Y 1524800
X 1189000  Y 1515900
X 1202400  Y 1514047
X 1185400  Y 1511000
X 1178700  Y 1506899
X 1185400  Y 1503200
X 1195100  Y 1503000
X 1201900  Y 1502900
X 1198200  Y 1498270
X 1182400  Y 1495800
X 1189900  Y 1493952
X 1198500  Y 1492399
X 1195800  Y 1492399
X 1181900  Y 1490500
X 1190000  Y 1490015
X 1198400  Y 1489846
X 1195800  Y 1489800
X 1180000  Y 1483800
X 1200700  Y 1483699
X 1193100  Y 1483280
X 1190653  Y 1483213
X 1179600  Y 1481600
X 1201000  Y 1475100
X 1190200  Y 1474900
X 1193700  Y 1474800
X 1196500  Y 1474800
X 1182200  Y 1473800
X 1193200  Y 1469149
X 1196200  Y 1469073
X 1190200  Y 1469046
X 1199200  Y 1468997
X 1202200  Y 1468921
X 1179500  Y 1467899
X 1185336  Y 1465780
X 1191750  Y 1465274
X 1200666  Y 1464730
X 1179500  Y 1464000
X 1187400  Y 1462630
X 1190687  Y 1462333
X 1196858  Y 1461972
X 1179769  Y 1460258
X 1187042  Y 1459064
X 1179787  Y 1456231
X 1194359  Y 1456093
X 1188140  Y 1455708
X 1185446  Y 1453695
X 1179903  Y 1453096
X 1197710  Y 1447959
X 1197710  Y 1442459
X 1180400  Y 1440800
X 1183900  Y 1440800
X 1194210  Y 1440259
X 1197910  Y 1440159
X 1182100  Y 1438900
X 1180300  Y 1437200
X 1183800  Y 1436800
X 1178800  Y 1434100
X 1182300  Y 1434000
X 1184800  Y 1433800
X 1178700  Y 1430600
X 1181800  Y 1430500
X 1184600  Y 1430200
X 1181900  Y 1427400
X 1179400  Y 1426300
X 1184200  Y 1425300
X 1181000  Y 1424000
X 1201106  Y 1422183
X 1181900  Y 1418700
X 1178400  Y 1418700
X 1184700  Y 1418700
X 1197800  Y 1416200
X 1199900  Y 1416200
X 1181700  Y 1415700
X 1184600  Y 1415600
X 1191500  Y 1412000
X 1189310  Y 1411993
X 1187710  Y 1409993
X 1190110  Y 1408059
X 1191810  Y 1406259
X 1179910  Y 1405559
X 1183310  Y 1400359
X 1187910  Y 1396759
X 1183810  Y 1396059
X 1191859  Y 1395693
X 1182010  Y 1392559
X 1184810  Y 1392559
X 1200000  Y 1388965
X 1191200  Y 1388965
X 1195700  Y 1388924
X 1180000  Y 1388400
X 1185010  Y 1384259
X 1185615  Y 1378981
X 1179010  Y 1378959
X 1196110  Y 1378959
X 1180910  Y 1376459
X 1182410  Y 1365859
X 1191810  Y 1365859
X 1202432  Y 1348564
X 1179659  Y 1348193
X 1185310  Y 1346993
X 1183810  Y 1335993
X 1187247  Y 1334426
X 1201389  Y 1334426
X 1194318  Y 1327355
X 1184410  Y 1323993
X 1178610  Y 1321793
X 1187247  Y 1320284
X 1201389  Y 1320284
X 1179110  Y 1315593
X 1201022  Y 1314695
X 1194318  Y 1313212
X 1179980  Y 1288569
X 1183319  Y 1288425
X 1186380  Y 1288422
X 1192779  Y 1288276
X 1199188  Y 1288131
X 1196108  Y 1269600
X 1202552  Y 1269600
X 1188814  Y 1269600
X 1182294  Y 1265795
X 1185200  Y 1243100
X 1185700  Y 1240000
X 1183400  Y 1237200
X 1182300  Y 1234300
X 1189900  Y 1233500
X 1187500  Y 1231000
X 1194163  Y 1228163
X 1183750  Y 1228000
X 1190050  Y 1227950
X 1180000  Y 1227700
X 1191896  Y 1217421
X 1182210  Y 1217360
X 1198172  Y 1217287
X 1184700  Y 1217100
X 1187200  Y 1216800
X 1190500  Y 1214900
X 1198700  Y 1214900
X 1196000  Y 1214400
X 1193400  Y 1214400
X 1197100  Y 1210800
X 1199841  Y 1209223
X 1203299  Y 1209141
X 1201410  Y 1205059
X 1201310  Y 1202059
X 1195056  Y 1201982
X 1191908  Y 1201982
X 1178810  Y 1200259
X 1183710  Y 1197859
X 1186310  Y 1197859
X 1189010  Y 1197759
X 1200600  Y 1197700
X 1195250  Y 1196250
X 1185255  Y 1192886
X 1178410  Y 1192859
X 1189063  Y 1191200
X 1189277  Y 1188259
X 1196229  Y 1166233
X 1184929  Y 1166199
X 1179305  Y 1160575
X 1191765  Y 1152122
X 1178518  Y 1146284
X 1186259  Y 1145693
X 1183684  Y 1144063
X 1201389  Y 1136436
X 1199210  Y 1135359
X 1196010  Y 1135359
X 1184379  Y 1122943
X 1187247  Y 1122294
X 1202779  Y 1120243
X 1194879  Y 1115943
X 1180176  Y 1115223
X 1187247  Y 1108151
X 1201389  Y 1108151
X 1192610  Y 1093559
X 1180176  Y 1086938
X 1186439  Y 1078299
X 1188291  Y 1072867
X 1180176  Y 1072796
X 1185184  Y 1065722
X 1180176  Y 1058654
X 1191200  Y 1046300
X 1201700  Y 1038900
X 1187247  Y 1037441
X 1194318  Y 1030370
X 1180176  Y 1030370
X 1201389  Y 1023299
X 1187247  Y 1023299
X 1194318  Y 1016228
X 1180176  Y 1016228
X 1201389  Y 1009157
X 1187247  Y 1009157
X 1215532  Y 1009157
X 1222603  Y 1016228
X 1208460  Y 1016228
X 1215532  Y 1023299
X 1208460  Y 1030370
X 1216291  Y 1039419
X 1227597  Y 1040239
X 1222603  Y 1044512
X 1204110  Y 1078659
X 1213610  Y 1078659
X 1208610  Y 1078659
X 1227908  Y 1087443
X 1204610  Y 1088159
X 1211210  Y 1088159
X 1216010  Y 1091159
X 1227847  Y 1095268
X 1203663  Y 1101276
X 1215390  Y 1113003
X 1208460  Y 1115223
X 1215532  Y 1122294
X 1225366  Y 1122979
X 1204879  Y 1126743
X 1208460  Y 1129365
X 1222000  Y 1134200
X 1223600  Y 1135600
X 1208659  Y 1136093
X 1221800  Y 1136600
X 1223700  Y 1137800
X 1221800  Y 1138600
X 1213559  Y 1138993
X 1210359  Y 1139293
X 1206959  Y 1139493
X 1223800  Y 1139800
X 1216510  Y 1143659
X 1215910  Y 1147659
X 1221510  Y 1150059
X 1219210  Y 1150059
X 1224010  Y 1150059
X 1220910  Y 1152059
X 1223110  Y 1152059
X 1225400  Y 1152100
X 1227910  Y 1156759
X 1227010  Y 1158559
X 1206439  Y 1166233
X 1222782  Y 1166425
X 1218710  Y 1166459
X 1225610  Y 1166459
X 1209740  Y 1187159
X 1217123  Y 1187159
X 1226861  Y 1187159
X 1204888  Y 1192011
X 1212454  Y 1196604
X 1205486  Y 1197741
X 1208994  Y 1197981
X 1225310  Y 1198059
X 1216000  Y 1198250
X 1218710  Y 1198359
X 1221310  Y 1198359
X 1217092  Y 1201982
X 1217079  Y 1205050
X 1210796  Y 1205130
X 1207648  Y 1205130
X 1211910  Y 1209160
X 1205700  Y 1209200
X 1222210  Y 1210960
X 1215610  Y 1210960
X 1210900  Y 1213000
X 1210667  Y 1215416
X 1219700  Y 1215800
X 1226000  Y 1215800
X 1205436  Y 1216266
X 1213366  Y 1216319
X 1216810  Y 1217160
X 1226510  Y 1220859
X 1220210  Y 1220859
X 1204610  Y 1220959
X 1214010  Y 1220959
X 1226410  Y 1223859
X 1204410  Y 1223893
X 1226510  Y 1227259
X 1215510  Y 1227659
X 1218910  Y 1227688
X 1222412  Y 1227934
X 1212153  Y 1228131
X 1205921  Y 1229248
X 1209750  Y 1230750
X 1211763  Y 1232880
X 1204164  Y 1236598
X 1207000  Y 1237000
X 1226904  Y 1269600
X 1215148  Y 1269600
X 1204345  Y 1287761
X 1206915  Y 1287763
X 1213481  Y 1287766
X 1211134  Y 1287773
X 1209084  Y 1287773
X 1218937  Y 1288488
X 1223822  Y 1290129
X 1223910  Y 1296659
X 1222919  Y 1302809
X 1219518  Y 1315000
X 1209982  Y 1315027
X 1215532  Y 1320284
X 1222193  Y 1320814
X 1213709  Y 1323234
X 1208460  Y 1327355
X 1215532  Y 1334426
X 1218410  Y 1335093
X 1228017  Y 1348092
X 1225410  Y 1348259
X 1211120  Y 1348680
X 1209010  Y 1353359
X 1212710  Y 1363059
X 1209810  Y 1365859
X 1224479  Y 1367747
X 1223304  Y 1376405
X 1213310  Y 1378959
X 1225210  Y 1381659
X 1222510  Y 1381659
X 1220800  Y 1388802
X 1215600  Y 1388842
X 1210400  Y 1388883
X 1205200  Y 1388924
X 1226400  Y 1389535
X 1226400  Y 1394960
X 1226400  Y 1400385
X 1211500  Y 1405600
X 1226400  Y 1405810
X 1208642  Y 1411000
X 1226400  Y 1411235
X 1207859  Y 1414193
X 1226400  Y 1416660
X 1207854  Y 1421600
X 1226400  Y 1422085
X 1226400  Y 1427510
X 1219200  Y 1430000
X 1226400  Y 1430000
X 1219200  Y 1432300
X 1208200  Y 1435800
X 1213400  Y 1436500
X 1210471  Y 1436591
X 1226400  Y 1438360
X 1204800  Y 1441600
X 1214000  Y 1443300
X 1226400  Y 1443785
X 1210300  Y 1448000
X 1204400  Y 1448100
X 1226400  Y 1454635
X 1226400  Y 1459408
X 1216000  Y 1460700
X 1226400  Y 1464181
X 1208000  Y 1468300
X 1226500  Y 1468966
X 1223500  Y 1468994
X 1220500  Y 1469021
X 1217500  Y 1469049
X 1214500  Y 1469076
X 1217500  Y 1473800
X 1206300  Y 1478600
X 1220200  Y 1478800
X 1213300  Y 1478900
X 1205600  Y 1481200
X 1217000  Y 1483500
X 1223800  Y 1484500
X 1218500  Y 1488500
X 1204800  Y 1492900
X 1223500  Y 1493200
X 1216900  Y 1493700
X 1212400  Y 1500105
X 1205700  Y 1500587
X 1225600  Y 1501500
X 1224800  Y 1505500
X 1203700  Y 1510500
X 1226400  Y 1512100
X 1212000  Y 1513300
X 1215900  Y 1514100
X 1216200  Y 1519900
X 1212000  Y 1521200
X 1219700  Y 1527300
X 1204900  Y 1528900
X 1205400  Y 1532200
X 1224200  Y 1533900
X 1209100  Y 1541800
X 1220700  Y 1541800
X 1207300  Y 1544200
X 1238600  Y 1542800
X 1251600  Y 1542400
X 1232500  Y 1541700
X 1230500  Y 1534900
X 1246200  Y 1534800
X 1239000  Y 1533800
X 1247400  Y 1530500
X 1229200  Y 1525200
X 1247800  Y 1524100
X 1231900  Y 1509800
X 1238200  Y 1508500
X 1243200  Y 1508100
X 1247900  Y 1507800
X 1229800  Y 1505600
X 1232400  Y 1502200
X 1230300  Y 1497900
X 1236400  Y 1485300
X 1240800  Y 1484300
X 1232846  Y 1470359
X 1244200  Y 1469700
X 1252100  Y 1466900
X 1232693  Y 1459738
X 1250200  Y 1452500
X 1230200  Y 1445500
X 1246900  Y 1444700
X 1230300  Y 1439800
X 1238300  Y 1432500
X 1243500  Y 1432200
X 1251400  Y 1431700
X 1230800  Y 1431100
X 1247900  Y 1430300
X 1235500  Y 1428600
X 1243300  Y 1427900
X 1246400  Y 1425500
X 1252500  Y 1425500
X 1245700  Y 1420300
X 1252200  Y 1420300
X 1251400  Y 1410500
X 1244100  Y 1410400
X 1231800  Y 1409100
X 1237400  Y 1405300
X 1243700  Y 1405000
X 1232200  Y 1401000
X 1244900  Y 1398700
X 1237900  Y 1393600
X 1243700  Y 1393200
X 1232400  Y 1392100
X 1248287  Y 1383918
X 1246500  Y 1376800
X 1252010  Y 1375759
X 1236815  Y 1372446
X 1250887  Y 1369781
X 1230869  Y 1368840
X 1238143  Y 1368370
X 1229210  Y 1363059
X 1243816  Y 1362710
X 1244039  Y 1356647
X 1235609  Y 1356612
X 1246724  Y 1353359
X 1244610  Y 1347659
X 1235738  Y 1341246
X 1251310  Y 1340959
X 1229674  Y 1334426
X 1241910  Y 1333359
X 1241910  Y 1321059
X 1252510  Y 1320559
X 1245810  Y 1314359
X 1248510  Y 1314359
X 1252500  Y 1311983
X 1241910  Y 1307059
X 1252601  Y 1304459
X 1234390  Y 1303211
X 1229510  Y 1302559
X 1230110  Y 1296659
X 1242710  Y 1295559
X 1242710  Y 1288259
X 1240110  Y 1287774
X 1240236  Y 1269600
X 1249130  Y 1269600
X 1229707  Y 1226807
X 1246595  Y 1225546
X 1233182  Y 1215777
X 1238400  Y 1214700
X 1248000  Y 1214600
X 1228700  Y 1211200
X 1234800  Y 1210700
X 1247300  Y 1210200
X 1236800  Y 1205800
X 1248000  Y 1205800
X 1230471  Y 1203556
X 1230250  Y 1199960
X 1250110  Y 1189160
X 1238911  Y 1187159
X 1248410  Y 1187159
X 1246810  Y 1184759
X 1228822  Y 1166504
X 1235902  Y 1163492
X 1241000  Y 1163000
X 1243500  Y 1163000
X 1246000  Y 1163000
X 1240500  Y 1161000
X 1243000  Y 1161000
X 1245500  Y 1161000
X 1250146  Y 1160815
X 1234016  Y 1160462
X 1244000  Y 1159000
X 1229310  Y 1158259
X 1230710  Y 1153259
X 1232331  Y 1139346
X 1239099  Y 1136555
X 1233350  Y 1134220
X 1251866  Y 1111336
X 1240675  Y 1108089
X 1232943  Y 1100545
X 1240675  Y 1098142
X 1252178  Y 1095726
X 1235257  Y 1092514
X 1240675  Y 1087169
X 1251885  Y 1079152
X 1229148  Y 1078490
X 1235573  Y 1078487
X 1240675  Y 1072170
X 1240675  Y 1060881
X 1250887  Y 1058654
X 1250887  Y 1044512
X 1250887  Y 1030370
X 1243816  Y 1023299
X 1229674  Y 1023299
X 1236745  Y 1016228
X 1250887  Y 1016228
X 1243816  Y 1009157
X 1229674  Y 1009157
X 1271259  Y 1004773
X 1257958  Y 1009157
X 1278330  Y 1011844
X 1271259  Y 1018915
X 1257958  Y 1023299
X 1271259  Y 1033057
X 1257958  Y 1037441
X 1260859  Y 1039193
X 1270859  Y 1039193
X 1278330  Y 1040128
X 1275110  Y 1044659
X 1255295  Y 1044677
X 1260859  Y 1051193
X 1270859  Y 1051193
X 1257958  Y 1051583
X 1271259  Y 1061341
X 1260859  Y 1065193
X 1275610  Y 1068159
X 1271859  Y 1069193
X 1257500  Y 1071600
X 1257600  Y 1075200
X 1257958  Y 1079867
X 1271859  Y 1080193
X 1257386  Y 1093241
X 1265029  Y 1101080
X 1257958  Y 1108151
X 1272100  Y 1108151
X 1259549  Y 1120226
X 1264253  Y 1120758
X 1268227  Y 1129075
X 1276924  Y 1137866
X 1253706  Y 1148130
X 1254764  Y 1150403
X 1254702  Y 1154767
X 1262565  Y 1159555
X 1258863  Y 1162351
X 1263510  Y 1165559
X 1274110  Y 1167659
X 1268500  Y 1169600
X 1270700  Y 1171100
X 1259110  Y 1176459
X 1263910  Y 1179759
X 1257510  Y 1179759
X 1265977  Y 1184615
X 1268216  Y 1185483
X 1268858  Y 1187948
X 1276710  Y 1192759
X 1257510  Y 1193739
X 1274288  Y 1248522
X 1264110  Y 1257660
X 1259410  Y 1262360
X 1270200  Y 1262805
X 1266437  Y 1264561
X 1268853  Y 1264863
X 1268651  Y 1267379
X 1267159  Y 1269593
X 1267159  Y 1272293
X 1267810  Y 1275059
X 1273810  Y 1276159
X 1255510  Y 1276659
X 1253410  Y 1276659
X 1273810  Y 1279959
X 1275010  Y 1288359
X 1258040  Y 1291726
X 1260410  Y 1293059
X 1262810  Y 1295026
X 1270510  Y 1298459
X 1264210  Y 1299559
X 1267110  Y 1299559
X 1271010  Y 1303059
X 1261110  Y 1304359
X 1277096  Y 1304440
X 1271010  Y 1311659
X 1261110  Y 1318459
X 1277064  Y 1319534
X 1270965  Y 1319553
X 1271010  Y 1328759
X 1261110  Y 1331159
X 1277110  Y 1332659
X 1266600  Y 1333110
X 1262250  Y 1337459
X 1268951  Y 1340515
X 1268010  Y 1344959
X 1253803  Y 1345906
X 1263180  Y 1346423
X 1276910  Y 1347459
X 1268010  Y 1347759
X 1265199  Y 1349008
X 1270146  Y 1353389
X 1273481  Y 1356608
X 1257958  Y 1362710
X 1265029  Y 1369781
X 1254210  Y 1373559
X 1257958  Y 1376852
X 1272100  Y 1376852
X 1265029  Y 1383923
X 1255100  Y 1385400
X 1277600  Y 1387882
X 1256872  Y 1392503
X 1277700  Y 1392532
X 1264592  Y 1394819
X 1277700  Y 1397461
X 1265746  Y 1401377
X 1277800  Y 1402776
X 1273163  Y 1403390
X 1275055  Y 1410686
X 1277500  Y 1416500
X 1277500  Y 1423000
X 1277500  Y 1431000
X 1277500  Y 1439000
X 1254800  Y 1444500
X 1277400  Y 1445642
X 1263300  Y 1445800
X 1272300  Y 1450600
X 1277700  Y 1450974
X 1262700  Y 1453000
X 1255913  Y 1453113
X 1277700  Y 1456891
X 1269300  Y 1460800
X 1260500  Y 1461600
X 1277700  Y 1462771
X 1254854  Y 1463909
X 1277700  Y 1468652
X 1269300  Y 1469600
X 1259200  Y 1469700
X 1277400  Y 1477929
X 1277400  Y 1481700
X 1265300  Y 1481900
X 1271000  Y 1493600
X 1278000  Y 1500900
X 1265100  Y 1504200
X 1271000  Y 1505200
X 1256300  Y 1506200
X 1262600  Y 1519200
X 1264400  Y 1524500
X 1257600  Y 1525100
X 1262600  Y 1528400
X 1259000  Y 1542400
X 1265500  Y 1543200
X 1289800  Y 1542200
X 1296000  Y 1538500
X 1281700  Y 1538300
X 1289400  Y 1534900
X 1303300  Y 1534500
X 1282100  Y 1529800
X 1292800  Y 1528300
X 1282500  Y 1519000
X 1294600  Y 1516400
X 1303200  Y 1515300
X 1299706  Y 1512006
X 1299606  Y 1509468
X 1283300  Y 1507000
X 1299300  Y 1505000
X 1279500  Y 1504700
X 1303000  Y 1503700
X 1290400  Y 1500400
X 1301500  Y 1500400
X 1299000  Y 1498200
X 1295200  Y 1494300
X 1288200  Y 1493500
X 1300300  Y 1485800
X 1298600  Y 1483200
X 1289500  Y 1482700
X 1297600  Y 1477929
X 1303000  Y 1477920
X 1292200  Y 1477783
X 1286800  Y 1477636
X 1284000  Y 1471500
X 1283300  Y 1465500
X 1292100  Y 1464500
X 1287400  Y 1461100
X 1288500  Y 1456700
X 1282700  Y 1454100
X 1282882  Y 1444989
X 1281363  Y 1441782
X 1293906  Y 1439133
X 1283600  Y 1438800
X 1301852  Y 1438034
X 1296459  Y 1432593
X 1296559  Y 1428393
X 1296659  Y 1425693
X 1283600  Y 1424864
X 1292100  Y 1421000
X 1300710  Y 1418759
X 1297383  Y 1418442
X 1297800  Y 1414600
X 1286600  Y 1412800
X 1278610  Y 1408805
X 1297282  Y 1405537
X 1284700  Y 1403100
X 1301010  Y 1401959
X 1301024  Y 1399473
X 1297059  Y 1396193
X 1294500  Y 1396000
X 1291500  Y 1395500
X 1285000  Y 1392800
X 1286100  Y 1388180
X 1282100  Y 1388106
X 1301757  Y 1385242
X 1279171  Y 1383923
X 1291000  Y 1381900
X 1296939  Y 1380182
X 1289746  Y 1372989
X 1284097  Y 1367340
X 1295726  Y 1366220
X 1301638  Y 1364767
X 1278853  Y 1362096
X 1300872  Y 1356647
X 1286098  Y 1356647
X 1293513  Y 1356642
X 1297654  Y 1353430
X 1290288  Y 1353417
X 1282810  Y 1353359
X 1297110  Y 1349259
X 1293184  Y 1348959
X 1301810  Y 1347559
X 1287610  Y 1338259
X 1298102  Y 1331249
X 1292867  Y 1326013
X 1300203  Y 1325996
X 1283805  Y 1319534
X 1287025  Y 1319297
X 1301310  Y 1291359
X 1296210  Y 1289678
X 1289310  Y 1283759
X 1286710  Y 1283759
X 1301484  Y 1281088
X 1296210  Y 1277856
X 1296210  Y 1272959
X 1279299  Y 1272830
X 1301610  Y 1271259
X 1284910  Y 1270259
X 1281910  Y 1270259
X 1280210  Y 1264559
X 1291429  Y 1264554
X 1302285  Y 1264198
X 1284810  Y 1257759
X 1279610  Y 1255959
X 1294254  Y 1196580
X 1283610  Y 1182559
X 1282910  Y 1179559
X 1302918  Y 1178409
X 1282910  Y 1176959
X 1299421  Y 1174522
X 1299196  Y 1166283
X 1296796  Y 1166260
X 1294724  Y 1164107
X 1300595  Y 1159306
X 1289005  Y 1158379
X 1291790  Y 1158296
X 1295110  Y 1158159
X 1295114  Y 1147068
X 1285622  Y 1146286
X 1289900  Y 1140300
X 1301100  Y 1140000
X 1293313  Y 1129365
X 1279171  Y 1129365
X 1300384  Y 1122294
X 1286242  Y 1122294
X 1293313  Y 1115223
X 1279171  Y 1115223
X 1286242  Y 1108151
X 1300384  Y 1108151
X 1283757  Y 1092306
X 1291500  Y 1072500
X 1299543  Y 1033057
X 1299543  Y 1018915
X 1292472  Y 1011844
X 1299543  Y 1004773
X 1285401  Y 1004773
X 1313685  Y 1004773
X 1327827  Y 1004773
X 1320756  Y 1011844
X 1306614  Y 1011844
X 1313685  Y 1018915
X 1327827  Y 1018915
X 1320756  Y 1025986
X 1306614  Y 1025986
X 1327827  Y 1033057
X 1313685  Y 1033057
X 1303500  Y 1072500
X 1327500  Y 1072500
X 1315500  Y 1073000
X 1326982  Y 1091967
X 1305793  Y 1092475
X 1314527  Y 1108151
X 1307455  Y 1115223
X 1321598  Y 1115223
X 1314527  Y 1122294
X 1307455  Y 1129365
X 1321598  Y 1129365
X 1324318  Y 1140763
X 1318497  Y 1140772
X 1312200  Y 1143000
X 1327310  Y 1146693
X 1314723  Y 1146772
X 1303610  Y 1146793
X 1305853  Y 1155996
X 1320747  Y 1157301
X 1320775  Y 1159500
X 1319100  Y 1160600
X 1320775  Y 1161725
X 1319100  Y 1162900
X 1305853  Y 1164561
X 1319100  Y 1164900
X 1324200  Y 1173400
X 1307723  Y 1173603
X 1324300  Y 1178700
X 1305117  Y 1183585
X 1304241  Y 1186138
X 1319900  Y 1187547
X 1304162  Y 1188584
X 1304210  Y 1191159
X 1321971  Y 1204417
X 1316010  Y 1234917
X 1321129  Y 1240036
X 1325085  Y 1243991
X 1312510  Y 1252059
X 1315849  Y 1254044
X 1304682  Y 1254304
X 1320515  Y 1258769
X 1325250  Y 1263445
X 1304785  Y 1266661
X 1317783  Y 1277259
X 1311610  Y 1280959
X 1323502  Y 1287659
X 1318110  Y 1287659
X 1312248  Y 1291852
X 1324610  Y 1294559
X 1319810  Y 1294559
X 1312410  Y 1302159
X 1317510  Y 1302559
X 1326910  Y 1303293
X 1303786  Y 1315295
X 1321789  Y 1315752
X 1319650  Y 1323460
X 1307600  Y 1326000
X 1317241  Y 1331154
X 1312853  Y 1331283
X 1305518  Y 1331311
X 1320736  Y 1346529
X 1313382  Y 1346529
X 1322770  Y 1355917
X 1316000  Y 1363200
X 1308710  Y 1364485
X 1321553  Y 1365583
X 1324012  Y 1369232
X 1307206  Y 1370335
X 1315696  Y 1371440
X 1303590  Y 1374084
X 1315092  Y 1378222
X 1311410  Y 1381904
X 1322250  Y 1385379
X 1304991  Y 1388234
X 1319598  Y 1394331
X 1328310  Y 1394659
X 1321710  Y 1399459
X 1313358  Y 1400255
X 1318844  Y 1400271
X 1318610  Y 1403459
X 1304110  Y 1405759
X 1323310  Y 1406659
X 1328210  Y 1406959
X 1315810  Y 1407159
X 1307810  Y 1407759
X 1304000  Y 1409500
X 1312500  Y 1411000
X 1305910  Y 1412359
X 1326600  Y 1414927
X 1323000  Y 1414984
X 1319400  Y 1415042
X 1316700  Y 1415069
X 1309510  Y 1416559
X 1318100  Y 1417020
X 1321200  Y 1417105
X 1324300  Y 1417189
